Series Name,Series Code,Country Name,Country Code,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
LifeExpectancy,SP.DYN.LE00.IN,Russian Federation,RUS,68.30853659,68.29463415,68.3202439,67.72390244,67.48756098,67.37634146,67.39097561,67.11439024,67.03390244,67.26390244,67.80609756,67.65268293,67.20268293,67.85682927,69.3897561,69.44,69.46439024,69.17170732,68.88609756,68.47439024,66.87317073,64.93585366,64.46707317,64.69073171,65.85414634,66.69878049,67.0297561,65.98219512,65.48365854,65.38341463,65.12878049,65.02756098,65.47097561,65.5297561,66.72756098,67.58682927,67.94926829,68.68463415,68.84121951,69.68390244,70.07219512,70.57878049,70.74365854,71.18341463,71.65121951,72.45146341,72.66219512,73.08390244,71.33878049,..
LifeExpectancy,SP.DYN.LE00.IN,Rwanda,RWA,44.848,44.945,45.084,45.315,45.692,46.225,46.895,47.661,48.527,49.498,50.487,51.342,51.888,51.685,50.233,47.409,43.361,38.439,33.413,29.248,26.691,26.172,27.738,31.037,35.38,39.838,43.686,46.639,48.649,49.936,50.987,52.178,53.595,55.254,57.083,58.915,60.612,62.129,63.433,64.523,65.438,66.219,66.884,67.45,67.93,68.341,68.7,69.024,69.329,..
LifeExpectancy,SP.DYN.LE00.IN,Samoa,WSM,60.599,60.948,61.301,61.661,62.031,62.41,62.796,63.184,63.567,63.937,64.289,64.617,64.92,65.194,65.443,65.67,65.883,66.085,66.281,66.47,66.655,66.842,67.037,67.249,67.491,67.764,68.067,68.399,68.748,69.103,69.451,69.781,70.089,70.374,70.642,70.901,71.158,71.412,71.663,71.906,72.136,72.351,72.549,72.73,72.895,73.046,73.187,73.321,73.45,..
LifeExpectancy,SP.DYN.LE00.IN,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LifeExpectancy,SP.DYN.LE00.IN,Sao Tome and Principe,STP,56.472,57.04,57.597,58.13,58.623,59.063,59.436,59.731,59.928,60.014,59.992,59.878,59.688,59.442,59.161,58.874,58.608,58.392,58.247,58.188,58.212,58.318,58.511,58.795,59.172,59.631,60.159,60.742,61.365,62.017,62.687,63.359,64.02,64.659,65.27,65.854,66.412,66.938,67.43,67.885,68.306,68.695,69.052,69.377,69.67,69.933,70.17,70.385,70.583,..
LifeExpectancy,SP.DYN.LE00.IN,Saudi Arabia,SAU,54.872,55.981,57.078,58.148,59.179,60.169,61.116,62.016,62.863,63.66,64.411,65.122,65.795,66.43,67.028,67.589,68.116,68.611,69.078,69.522,69.945,70.349,70.733,71.099,71.445,71.766,72.06,72.327,72.561,72.759,72.92,73.051,73.159,73.256,73.355,73.467,73.598,73.75,73.917,74.089,74.254,74.402,74.533,74.651,74.761,74.874,74.998,75.133,75.28,..
LifeExpectancy,SP.DYN.LE00.IN,Senegal,SEN,40.562,41.445,42.442,43.521,44.641,45.767,46.869,47.927,48.944,49.94,50.938,51.945,52.946,53.914,54.813,55.61,56.283,56.818,57.202,57.43,57.529,57.535,57.48,57.404,57.342,57.323,57.376,57.523,57.787,58.177,58.675,59.259,59.912,60.62,61.365,62.126,62.88,63.607,64.284,64.898,65.448,65.939,66.37,66.747,67.078,67.38,67.665,67.941,68.213,..
LifeExpectancy,SP.DYN.LE00.IN,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.48780488,..,..,..,..,..,72.03902439,..,..,71.58292683,72.23414634,72.28536585,72.43658537,72.68292683,72.83414634,73.38536585,73.63170732,73.88536585,73.98536585,74.33658537,74.53658537,74.83658537,75.18536585,75.33658537,75.28780488,75.68780488,75.53902439,75.8902439,75.93658537,74.22926829,..
LifeExpectancy,SP.DYN.LE00.IN,Seychelles,SYC,..,..,..,..,..,..,..,..,69.59756098,70.18780488,69.32439024,70.38292683,69.55365854,69.69756098,68.65609756,68.23658537,68.70243902,67.97073171,68.10731707,70.71219512,71.21463415,69.46829268,70.72926829,72.48292683,71.56097561,71.21219512,71.74634146,72.66829268,72.77804878,73.25365854,71.08780488,71.02926829,72.66097561,72.13170732,72.21707317,73.14390244,73.16341463,73.08292683,73.19756098,72.72439024,74.27560976,73.1195122,73.22926829,74.29512195,74.3097561,74.3,72.84146341,74.04634146,77.23658537,..
LifeExpectancy,SP.DYN.LE00.IN,Sierra Leone,SLE,37.092,37.572,38.032,38.468,38.881,39.268,39.623,39.936,40.194,40.386,40.504,40.545,40.506,40.377,40.147,39.827,39.439,39.009,38.563,38.122,37.717,37.384,37.158,37.083,37.194,37.496,37.98,38.634,39.441,40.369,41.376,42.419,43.467,44.502,45.517,46.52,47.508,48.468,49.382,50.234,51.018,51.731,52.372,52.941,53.444,53.895,54.309,54.696,55.066,..
LifeExpectancy,SP.DYN.LE00.IN,Singapore,SGP,69.04290244,69.44031707,69.83478049,70.21970732,70.59397561,70.96090244,71.32334146,71.68273171,72.1902439,72.58780488,72.68780488,73.03658537,73.2902439,73.8902439,74.24634146,74.54878049,74.69756098,74.94634146,75.29512195,75.64634146,75.94634146,76.04634146,76.19756098,76.29512195,76.59512195,76.89756098,77.3,77.55121951,77.95121951,78.25121951,78.55121951,79.03902439,79.4902439,79.9902439,80.14146341,80.44146341,80.7902439,81.24146341,81.54146341,81.74390244,81.99512195,82.24634146,82.49512195,82.74390244,82.84634146,83.09512195,83.29756098,83.59512195,83.74390244,..
LifeExpectancy,SP.DYN.LE00.IN,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.54390244,74.53658537,75.58780488,..,..,73.05365854,..,77.06829268,77.2195122,78.29268293,..,..,..,..,..
LifeExpectancy,SP.DYN.LE00.IN,Slovak Republic,SVK,70.09892683,70.12507317,70.17590244,70.24487805,70.32246341,70.39860976,70.4652439,70.51990244,70.40853659,70.62926829,70.68902439,70.47902439,70.75097561,70.73463415,71.02121951,71.08878049,71.20780488,71.02634146,70.93268293,70.88292683,71.79512195,72.44878049,72.3,72.25365854,72.65365854,72.70487805,72.55121951,72.90243902,73.05121951,73.40243902,73.60487805,73.60487805,73.95853659,73.90487805,74.20487805,74.20731707,74.70487805,74.9097561,75.11219512,75.95853659,76.1097561,76.41219512,76.81219512,76.56341463,77.16585366,77.16585366,77.26585366,77.66585366,76.86585366,..
LifeExpectancy,SP.DYN.LE00.IN,Slovenia,SVN,69.05853659,69.40487805,70.16097561,70.35853659,70.30731707,70.55609756,70.70243902,70.85365854,71.10487805,71.20487805,71.05365854,70.54146341,70.90243902,71.35121951,71.80243902,72.00243902,72.44634146,72.70487805,73.20487805,73.35365854,73.30487805,73.25365854,73.40487805,73.95853659,74.45853659,74.70731707,74.80731707,75.0097561,75.41219512,75.75853659,76.00731707,76.85853659,77.20731707,77.61219512,78.08658537,78.56097561,78.76585366,78.97073171,79.42195122,79.97073171,80.12439024,80.32195122,81.07804878,80.77560976,81.17560976,81.02926829,81.37804878,81.52926829,80.53170732,..
LifeExpectancy,SP.DYN.LE00.IN,Solomon Islands,SLB,57.774,58.522,59.233,59.899,60.515,61.079,61.591,62.05,62.453,62.798,63.091,63.338,63.547,63.724,63.872,63.998,64.114,64.231,64.365,64.527,64.725,64.961,65.237,65.552,65.903,66.278,66.665,67.057,67.442,67.816,68.175,68.518,68.845,69.158,69.462,69.762,70.063,70.366,70.674,70.985,71.296,71.601,71.896,72.173,72.424,72.645,72.835,72.996,73.132,..
LifeExpectancy,SP.DYN.LE00.IN,Somalia,SOM,41.727,42.111,42.494,42.876,43.259,43.639,44.013,44.375,44.726,45.068,45.394,45.696,45.961,46.146,46.2,46.115,45.912,45.634,45.378,45.26,45.361,45.721,46.337,47.151,48.067,48.967,49.754,50.392,50.869,51.213,51.492,51.762,52.043,52.346,52.669,52.998,53.326,53.654,53.99,54.342,54.713,55.104,55.509,55.92,56.324,56.709,57.068,57.397,57.697,..
LifeExpectancy,SP.DYN.LE00.IN,South Africa,ZAF,53.713,54.281,54.856,55.428,55.99,56.538,57.071,57.59,58.107,58.637,59.191,59.766,60.353,60.946,61.54,62.109,62.619,63.035,63.307,63.384,63.247,62.894,62.331,61.561,60.595,59.489,58.315,57.144,56.048,55.089,54.31,53.749,53.444,53.447,53.795,54.452,55.36,56.46,57.669,58.895,60.06,61.099,61.968,62.649,63.153,63.538,63.857,64.131,64.379,..
LifeExpectancy,SP.DYN.LE00.IN,South Sudan,SSD,36.575,36.974,37.378,37.767,38.118,38.417,38.662,38.861,39.033,39.206,39.41,39.671,40.005,40.423,40.931,41.513,42.149,42.825,43.524,44.232,44.932,45.611,46.257,46.855,47.395,47.884,48.333,48.754,49.166,49.592,50.05,50.55,51.095,51.686,52.315,52.96,53.6,54.219,54.8,55.325,55.791,56.2,56.552,56.855,57.12,57.365,57.604,57.846,58.095,..
LifeExpectancy,SP.DYN.LE00.IN,Spain,ESP,72.81804878,72.61073171,72.9697561,73.31878049,73.64268293,74.13195122,74.29560976,74.81878049,75.34926829,75.52853659,76.13414634,75.90902439,76.29536585,76.2595122,76.5104878,76.72804878,76.74707317,76.81365854,76.83756098,76.97121951,77.41,77.54658537,77.90146341,77.98073171,78.1204878,78.60414634,78.66585366,78.71707317,78.96585366,79.36829268,79.56829268,79.6195122,79.87073171,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.47560976,82.42682927,83.07804878,83.22926829,82.83170732,83.32926829,83.28292683,83.43170732,83.83170732,82.33414634,..
LifeExpectancy,SP.DYN.LE00.IN,Sri Lanka,LKA,64.934,65.321,65.694,66.067,66.459,66.874,67.308,67.751,68.171,68.529,68.801,68.975,69.057,69.079,69.086,69.121,69.209,69.352,69.509,69.62,69.639,69.557,69.403,69.259,69.237,69.419,69.845,70.503,71.333,72.233,73.085,73.799,74.337,74.695,74.904,75.037,75.157,75.286,75.439,75.614,75.796,75.974,76.147,76.316,76.482,76.648,76.812,76.978,77.144,..
LifeExpectancy,SP.DYN.LE00.IN,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,63.95121951,..,..,..,..,65.95121951,..,..,..,..,67.95121951,..,..,..,..,70.03634146,..,..,..,..,71.33658537,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LifeExpectancy,SP.DYN.LE00.IN,St. Lucia,LCA,64.578,65.04,65.515,65.997,66.478,66.94,67.374,67.775,68.144,68.484,68.803,69.11,69.407,69.698,69.985,70.266,70.54,70.81,71.074,71.335,71.592,71.843,72.087,72.323,72.547,72.759,72.958,73.144,73.319,73.486,73.648,73.808,73.966,74.122,74.276,74.426,74.571,74.712,74.852,74.993,75.138,75.286,75.44,75.596,75.752,75.907,76.057,76.203,76.343,..
LifeExpectancy,SP.DYN.LE00.IN,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,73.2195122,72.76829268,72.9195122,72.66829268,73.5195122,73.67073171,74.27073171,74.32195122,74.52195122,75.92439024,75.42439024,75.57317073,75.77317073,75.97317073,76.12439024,76.27317073,76.47317073,76.67317073,76.87317073,76.97317073,77.17317073,77.37317073,77.52195122,77.67317073,77.87317073,78.02195122,78.22195122,78.37317073,78.52195122,78.72195122,78.87317073,79.02195122,79.17317073,79.32195122,79.52195122,79.62195122,79.82195122,79.97317073,80.12195122,..
LifeExpectancy,SP.DYN.LE00.IN,St. Vincent and the Grenadines,VCT,64.365,64.711,65.069,65.445,65.844,66.263,66.698,67.143,67.59,68.031,68.456,68.856,69.223,69.551,69.835,70.078,70.283,70.451,70.58,70.669,70.723,70.748,70.752,70.745,70.736,70.731,70.738,70.762,70.809,70.882,70.977,71.087,71.208,71.331,71.449,71.554,71.643,71.716,71.776,71.827,71.879,71.939,72.01,72.095,72.193,72.3,72.415,72.534,72.658,..
LifeExpectancy,SP.DYN.LE00.IN,Sudan,SDN,52.901,53.184,53.43,53.638,53.807,53.946,54.061,54.161,54.253,54.342,54.435,54.534,54.645,54.768,54.901,55.039,55.182,55.334,55.5,55.687,55.899,56.14,56.41,56.709,57.032,57.374,57.73,58.096,58.472,58.859,59.258,59.67,60.092,60.525,60.969,61.422,61.879,62.33,62.764,63.171,63.542,63.875,64.169,64.429,64.663,64.881,65.095,65.311,65.53,..
LifeExpectancy,SP.DYN.LE00.IN,Suriname,SUR,63.47,63.724,63.964,64.201,64.445,64.704,64.981,65.274,65.575,65.873,66.154,66.409,66.631,66.819,66.978,67.113,67.233,67.341,67.436,67.519,67.59,67.647,67.695,67.731,67.753,67.762,67.768,67.781,67.822,67.913,68.064,68.28,68.555,68.877,69.227,69.579,69.91,70.209,70.465,70.676,70.851,71.002,71.133,71.249,71.358,71.463,71.57,71.682,71.802,..
LifeExpectancy,SP.DYN.LE00.IN,Sweden,SWE,74.71804878,74.86731707,74.9804878,74.98463415,74.96926829,75.3797561,75.46902439,75.52414634,75.74097561,76.02609756,76.32731707,76.55170732,76.81585366,76.66780488,76.93121951,77.09219512,76.97926829,77.72682927,77.53682927,77.66682927,77.99878049,78.0604878,78.6502439,78.7404878,78.95902439,79.19756098,79.33902439,79.44146341,79.64390244,79.79512195,79.84634146,80.09512195,80.49756098,80.54634146,80.74878049,80.9,81.1,81.35121951,81.45121951,81.80243902,81.70487805,81.95609756,82.25365854,82.20487805,82.30731707,82.4097561,82.55853659,83.1097561,82.40731707,..
LifeExpectancy,SP.DYN.LE00.IN,Switzerland,CHE,73.64439024,73.94097561,74.28707317,74.66560976,74.78536585,75.23804878,75.18731707,75.46609756,75.45926829,75.69317073,76.03390244,76.03121951,76.60853659,76.73365854,76.89902439,77.19756098,77.22658537,77.42121951,77.24243902,77.51463415,77.80609756,78.08536585,78.35,78.41707317,78.89609756,79.0795122,79.32439024,79.5804878,79.6804878,80.1804878,80.38536585,80.53658537,81.08780488,81.23658537,81.4902439,81.74146341,81.99268293,82.04390244,82.24634146,82.69512195,82.69756098,82.79756098,83.19756098,82.89756098,83.60243902,83.55121951,83.75365854,83.90487805,83.1,..
LifeExpectancy,SP.DYN.LE00.IN,Syrian Arab Republic,SYR,60.378,61.137,61.872,62.579,63.258,63.914,64.552,65.172,65.774,66.359,66.928,67.477,68.005,68.508,68.981,69.423,69.831,70.207,70.553,70.871,71.167,71.444,71.708,71.961,72.205,72.439,72.664,72.882,73.11,73.371,73.663,73.967,74.25,74.43,74.412,74.152,73.647,72.938,72.108,71.27,70.55,70.049,69.821,69.908,70.315,70.967,71.779,72.697,73.651,..
LifeExpectancy,SP.DYN.LE00.IN,Tajikistan,TJK,54.852,55.272,55.675,56.043,56.354,56.604,56.8,56.954,57.108,57.314,57.602,57.975,58.413,58.847,59.183,59.355,59.335,59.138,58.824,58.48,58.212,58.104,58.192,58.497,59.003,59.65,60.379,61.161,61.974,62.807,63.653,64.496,65.314,66.08,66.771,67.382,67.911,68.36,68.736,69.055,69.34,69.609,69.874,70.137,70.397,70.647,70.879,71.097,71.301,..
LifeExpectancy,SP.DYN.LE00.IN,Tanzania,TZA,47.609,48.04,48.472,48.887,49.269,49.606,49.889,50.115,50.288,50.421,50.526,50.613,50.683,50.726,50.725,50.671,50.561,50.403,50.206,49.978,49.743,49.529,49.365,49.287,49.329,49.503,49.809,50.248,50.801,51.444,52.142,52.866,53.602,54.349,55.119,55.926,56.777,57.666,58.584,59.525,60.47,61.398,62.288,63.111,63.844,64.479,65.015,65.456,65.815,..
LifeExpectancy,SP.DYN.LE00.IN,Thailand,THA,60.404,60.929,61.459,61.985,62.495,62.986,63.464,63.935,64.432,64.993,65.635,66.353,67.128,67.911,68.641,69.265,69.745,70.071,70.248,70.3,70.281,70.239,70.202,70.191,70.215,70.267,70.348,70.463,70.623,70.832,71.089,71.389,71.728,72.099,72.499,72.916,73.341,73.766,74.184,74.593,74.992,75.378,75.747,76.091,76.403,76.683,76.931,77.15,77.344,..
LifeExpectancy,SP.DYN.LE00.IN,Timor-Leste,TLS,39.085,38.077,36.66,35.092,33.714,32.827,32.629,33.178,34.419,36.185,38.175,40.132,41.932,43.482,44.755,45.831,46.791,47.661,48.492,49.345,50.261,51.267,52.366,53.538,54.737,55.907,57.011,58.037,59.002,59.945,60.901,61.888,62.893,63.882,64.803,65.61,66.276,66.796,67.186,67.477,67.72,67.953,68.197,68.459,68.735,69.007,69.26,69.495,69.712,..
LifeExpectancy,SP.DYN.LE00.IN,Togo,TGO,47.777,48.371,48.958,49.537,50.112,50.683,51.246,51.799,52.339,52.863,53.365,53.839,54.276,54.673,55.028,55.336,55.592,55.784,55.887,55.872,55.734,55.485,55.147,54.757,54.36,54.001,53.722,53.547,53.491,53.554,53.71,53.938,54.234,54.602,55.052,55.581,56.178,56.818,57.468,58.092,58.661,59.16,59.58,59.927,60.22,60.489,60.76,61.042,61.34,..
LifeExpectancy,SP.DYN.LE00.IN,Tonga,TON,64.696,65.017,65.322,65.611,65.886,66.149,66.402,66.648,66.889,67.128,67.365,67.6,67.831,68.054,68.266,68.463,68.641,68.799,68.935,69.049,69.143,69.223,69.29,69.351,69.41,69.471,69.535,69.601,69.667,69.725,69.771,69.803,69.822,69.836,69.852,69.878,69.921,69.982,70.059,70.148,70.242,70.335,70.427,70.517,70.607,70.701,70.801,70.907,71.018,..
LifeExpectancy,SP.DYN.LE00.IN,Trinidad and Tobago,TTO,65.003,65.177,65.368,65.572,65.782,65.987,66.182,66.364,66.533,66.694,66.854,67.015,67.179,67.344,67.507,67.666,67.816,67.957,68.086,68.201,68.305,68.402,68.496,68.597,68.713,68.85,69.011,69.199,69.413,69.65,69.903,70.164,70.428,70.691,70.952,71.21,71.464,71.71,71.946,72.17,72.382,72.582,72.768,72.941,73.1,73.245,73.38,73.507,73.628,..
LifeExpectancy,SP.DYN.LE00.IN,Tunisia,TUN,53.452,54.59,55.704,56.794,57.866,58.928,59.979,61.01,61.999,62.924,63.769,64.53,65.211,65.831,66.414,66.989,67.574,68.176,68.792,69.407,70.001,70.555,71.062,71.517,71.921,72.282,72.608,72.904,73.172,73.415,73.638,73.842,74.034,74.217,74.391,74.558,74.72,74.88,75.041,75.206,75.376,75.552,75.734,75.922,76.115,76.31,76.505,76.699,76.891,..
LifeExpectancy,SP.DYN.LE00.IN,Turkiye,TUR,53.492,54.109,54.741,55.387,56.046,56.709,57.37,58.023,58.667,59.297,59.915,60.52,61.111,61.682,62.231,62.758,63.266,63.763,64.256,64.757,65.275,65.815,66.377,66.963,67.57,68.189,68.807,69.417,70.005,70.56,71.078,71.559,72.004,72.424,72.83,73.235,73.649,74.074,74.507,74.944,75.373,75.784,76.172,76.532,76.86,77.161,77.437,77.691,77.928,..
LifeExpectancy,SP.DYN.LE00.IN,Turkmenistan,TKM,59.028,59.267,59.488,59.703,59.925,60.163,60.422,60.701,60.999,61.311,61.622,61.92,62.193,62.426,62.605,62.727,62.796,62.82,62.81,62.784,62.761,62.758,62.786,62.851,62.953,63.084,63.237,63.413,63.613,63.842,64.101,64.386,64.693,65.017,65.354,65.695,66.031,66.355,66.657,66.928,67.167,67.375,67.552,67.704,67.835,67.956,68.073,68.191,68.313,..
LifeExpectancy,SP.DYN.LE00.IN,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LifeExpectancy,SP.DYN.LE00.IN,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LifeExpectancy,SP.DYN.LE00.IN,Uganda,UGA,49.558,49.65,49.715,49.769,49.826,49.886,49.943,49.988,50,49.955,49.831,49.615,49.304,48.892,48.378,47.784,47.145,46.492,45.853,45.252,44.715,44.272,43.961,43.824,43.899,44.19,44.685,45.373,46.229,47.22,48.299,49.421,50.554,51.676,52.784,53.887,54.984,56.06,57.099,58.087,59.017,59.881,60.669,61.373,61.986,62.516,62.973,63.368,63.713,..
LifeExpectancy,SP.DYN.LE00.IN,Ukraine,UKR,70.09085366,69.96292683,69.80885366,69.63463415,69.44617073,69.25343902,69.07090244,68.91512195,68.81782927,68.81082927,68.9012439,69.0774878,69.31734146,69.57478049,69.7912439,70.49512195,70.49756098,70.5195122,70.09756098,69.29804878,68.77097561,68.13073171,67.54121951,66.74195122,67.02243902,67.57634146,68.37487805,67.98097561,67.67560976,67.83707317,68.27560976,68.21073171,68.18536585,67.95682927,68.07756098,68.22219512,68.25146341,69.19,70.26536585,70.80926829,70.94414634,71.1595122,71.18658537,71.1895122,71.47634146,71.78097561,71.58268293,71.82731707,71.18512195,..
LifeExpectancy,SP.DYN.LE00.IN,United Arab Emirates,ARE,62.949,63.759,64.525,65.244,65.916,66.545,67.137,67.692,68.213,68.701,69.158,69.585,69.986,70.363,70.717,71.049,71.361,71.657,71.939,72.208,72.466,72.715,72.957,73.194,73.428,73.657,73.883,74.106,74.327,74.544,74.758,74.968,75.174,75.376,75.573,75.767,75.957,76.145,76.332,76.521,76.711,76.903,77.095,77.285,77.47,77.647,77.814,77.972,78.12,..
LifeExpectancy,SP.DYN.LE00.IN,United Kingdom,GBR,72.12439024,72.32439024,72.52439024,72.72439024,72.77560976,73.22439024,73.17560976,73.27560976,73.67560976,74.02682927,74.17804878,74.37804878,74.77804878,74.62926829,74.92926829,75.2804878,75.3804878,75.58292683,75.8804878,76.08292683,76.43414634,76.38536585,76.88536585,76.83658537,77.08780488,77.21097561,77.1902439,77.3902439,77.74146341,77.99268293,78.14390244,78.44634146,78.74634146,79.04878049,79.24878049,79.44878049,79.6,80.05121951,80.40243902,80.95121951,80.90487805,81.00487805,81.30487805,80.95609756,81.15609756,81.25609756,81.25609756,81.20487805,80.90243902,..
LifeExpectancy,SP.DYN.LE00.IN,United States,USA,71.15609756,71.35609756,71.95609756,72.60487805,72.85609756,73.25609756,73.35609756,73.80487805,73.6097561,74.0097561,74.36097561,74.46341463,74.56341463,74.56341463,74.61463415,74.76585366,74.76585366,75.01707317,75.21463415,75.36585366,75.61707317,75.4195122,75.6195122,75.62195122,76.02682927,76.42926829,76.5804878,76.58292683,76.63658537,76.83658537,76.93658537,77.03658537,77.48780488,77.48780488,77.68780488,77.98780488,78.03902439,78.3902439,78.54146341,78.64146341,78.74146341,78.74146341,78.84146341,78.6902439,78.53902439,78.53902439,78.63902439,78.78780488,77.2804878,..
LifeExpectancy,SP.DYN.LE00.IN,Uruguay,URY,68.732,68.823,68.941,69.089,69.271,69.484,69.723,69.983,70.256,70.536,70.814,71.085,71.343,71.583,71.804,72.008,72.201,72.386,72.569,72.757,72.955,73.166,73.388,73.62,73.854,74.086,74.309,74.523,74.731,74.939,75.152,75.373,75.599,75.826,76.046,76.251,76.437,76.603,76.75,76.882,77.004,77.124,77.244,77.369,77.498,77.632,77.77,77.911,78.056,..
LifeExpectancy,SP.DYN.LE00.IN,Uzbekistan,UZB,62.903,63.125,63.332,63.53,63.729,63.934,64.152,64.385,64.637,64.914,65.206,65.504,65.796,66.059,66.27,66.416,66.495,66.512,66.481,66.424,66.368,66.336,66.343,66.396,66.494,66.626,66.782,66.959,67.156,67.374,67.613,67.868,68.135,68.407,68.676,68.939,69.193,69.435,69.672,69.91,70.155,70.41,70.671,70.928,71.171,71.388,71.573,71.725,71.848,..
LifeExpectancy,SP.DYN.LE00.IN,Vanuatu,VUT,55.51,56.043,56.582,57.128,57.684,58.249,58.819,59.391,59.961,60.528,61.087,61.632,62.158,62.659,63.131,63.574,63.986,64.368,64.721,65.047,65.349,65.633,65.903,66.162,66.414,66.66,66.899,67.134,67.363,67.583,67.793,67.99,68.176,68.35,68.515,68.672,68.824,68.974,69.123,69.272,69.421,69.57,69.719,69.869,70.021,70.172,70.323,70.474,70.623,..
LifeExpectancy,SP.DYN.LE00.IN,"Venezuela, RB",VEN,65.896,66.331,66.729,67.092,67.42,67.723,68.009,68.281,68.542,68.795,69.038,69.272,69.497,69.715,69.923,70.123,70.312,70.491,70.658,70.811,70.951,71.079,71.2,71.321,71.451,71.596,71.756,71.93,72.112,72.294,72.466,72.618,72.746,72.852,72.938,73.01,73.071,73.116,73.134,73.11,73.037,72.918,72.762,72.584,72.405,72.246,72.128,72.064,72.066,..
LifeExpectancy,SP.DYN.LE00.IN,Vietnam,VNM,58.826,59.203,60.112,61.446,63.01,64.547,65.859,66.865,67.542,67.942,68.203,68.439,68.688,68.972,69.293,69.624,69.943,70.252,70.551,70.842,71.124,71.399,71.666,71.923,72.168,72.399,72.617,72.824,73.025,73.228,73.438,73.654,73.875,74.092,74.295,74.474,74.625,74.745,74.837,74.904,74.958,75.006,75.056,75.11,75.172,75.241,75.317,75.4,75.493,..
LifeExpectancy,SP.DYN.LE00.IN,Virgin Islands (U.S.),VIR,69.64660976,69.93558537,70.21758537,70.49007317,70.75053659,70.99992683,71.2392439,71.47097561,71.70012195,71.93070732,72.1662439,72.4102439,72.66221951,72.92217073,73.18704878,73.45385366,73.71758537,73.9782439,74.23585366,74.49195122,74.74704878,75.00265854,75.25729268,75.50992683,75.75902439,76.00253659,76.23697561,76.46185366,76.6195122,77.62195122,77.52195122,77.52195122,77.77317073,77.42195122,78.32439024,76.86341463,77.16341463,77.51463415,77.86585366,78.31707317,78.51707317,78.71707317,78.86829268,79.01707317,79.16829268,79.36829268,79.5195122,79.66829268,79.8195122,..
LifeExpectancy,SP.DYN.LE00.IN,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.048,68.433,68.795,69.135,69.455,69.757,70.041,70.309,70.56,70.797,71.022,71.239,71.447,71.648,71.842,72.028,72.203,72.366,72.517,72.656,72.788,72.915,73.041,73.17,73.303,73.442,73.589,73.74,73.895,74.053,74.213,..
LifeExpectancy,SP.DYN.LE00.IN,"Yemen, Rep.",YEM,38.981,40.093,41.219,42.364,43.54,44.753,46,47.265,48.532,49.778,50.981,52.117,53.17,54.12,54.959,55.692,56.331,56.881,57.346,57.73,58.047,58.318,58.566,58.817,59.096,59.415,59.782,60.204,60.683,61.216,61.781,62.358,62.931,63.481,63.997,64.47,64.892,65.255,65.549,65.768,65.92,66.016,66.066,66.085,66.087,66.086,66.096,66.125,66.181,..
LifeExpectancy,SP.DYN.LE00.IN,Zambia,ZMB,50.961,51.351,51.7,51.999,52.247,52.449,52.607,52.722,52.802,52.863,52.905,52.915,52.87,52.72,52.402,51.888,51.173,50.282,49.249,48.125,46.987,45.919,44.983,44.242,43.735,43.461,43.413,43.594,44,44.615,45.4,46.322,47.354,48.496,49.757,51.134,52.606,54.13,55.655,57.126,58.502,59.746,60.831,61.737,62.464,63.043,63.51,63.886,64.194,..
